scenario,pm_mean,pm_std,pm_n,pm_min,pm_max,pm_cv,ci_halfwidth,ci_precision,ci_lower,ci_upper,unit,pm
15,0.13130086275898575,0.028062223824882767,15,0.0893209354747816,0.1881749460043196,0.21372459582686398,0.01554034156947559,0.11835673614728069,0.11576052118951016,0.14684120432846134,pp,pct_blocked_by_pp
16,0.08351611795455942,0.02023725072690131,15,0.0518455903071287,0.1271598272138229,0.24231551013796243,0.01120701590457357,0.13418985674922337,0.07230910204998585,0.09472313385913299,pp,pct_blocked_by_pp
1,4.664396323006895,0.38754138422632545,15,4.224068471748578,5.614949141508034,0.08308500337220436,0.21461326517694956,0.04601094124836277,4.449783057829945,4.879009588183845,pp,blockedby_pp_mean
2,3.502846756989491,0.6409593128522043,15,2.4677887872466,4.649370331057693,0.1829824018345223,0.35495143635150705,0.10133227656712245,3.147895320637984,3.857798193340998,pp,blockedby_pp_mean
3,5.15256999447501,0.4570361882730321,15,4.353337321137786,6.144896369476458,0.08870062682566218,0.2530982048926675,0.04912076986126521,4.899471789582342,5.405668199367677,pp,blockedby_pp_mean
4,3.7908752895890263,0.5984868368239762,15,2.9052398432202704,5.155829180961503,0.15787563322581866,0.3314309631025276,0.08742861154328779,3.4594443264864987,4.122306252691554,pp,blockedby_pp_mean
5,5.574310106420531,0.5321343736508853,15,4.46172745709484,6.397476094778944,0.09546192506189584,0.2946861937599223,0.052865052021504974,5.279623912660608,5.868996300180453,pp,blockedby_pp_mean
6,4.018214841233243,0.8427653078377871,15,2.552387953988831,5.725345766123617,0.20973624884107278,0.46670787135160946,0.11614806320519455,3.551506969881633,4.484922712584852,pp,blockedby_pp_mean
7,5.761833830666879,0.5899313974830588,15,4.403677516023861,6.531907300900847,0.10238604840410327,0.32669311871555157,0.05669950371993631,5.435140711951327,6.08852694938243,pp,blockedby_pp_mean
8,4.02969671275647,0.8024439719264678,15,2.5914339901218644,5.362276350717192,0.19913259709750333,0.4443786597926933,0.11027595659642607,3.585318052963777,4.474075372549164,pp,blockedby_pp_mean
9,3.4747750851358323,0.34539095637014494,15,2.781182114202752,4.070851738837299,0.09939951447437159,0.19127113626114473,0.055045616356394406,3.2835039488746878,3.666046221396977,pp,blockedby_pp_mean
10,3.0776449159227703,0.31299636066871234,15,2.571205493534607,3.641570462244857,0.10169995864349628,0.17333160711524206,0.056319559874655666,2.904313308807528,3.2509765230380125,pp,blockedby_pp_mean
11,3.8844052888550964,0.3851113408445674,15,3.1539465266611977,4.520934281903117,0.0991429349428356,0.21326755200693062,0.05490352734788647,3.671137736848166,4.097672840862027,pp,blockedby_pp_mean
12,3.4331194814493218,0.38451039997964587,15,2.916375000573291,4.1365927035499634,0.11200029654002062,0.2129347620483652,0.06202369687362961,3.2201847194009567,3.646054243497687,pp,blockedby_pp_mean
13,3.949964755629773,0.38679231539743786,15,3.281096117732196,4.552120176556404,0.0979229788939645,0.21419844468615018,0.054227938206501514,3.7357663109436228,4.164163200315923,pp,blockedby_pp_mean
14,3.5052701448809995,0.3925173608421751,15,2.9802467452797115,4.194838136100248,0.11197920406089006,0.21736886917806442,0.06201201624802127,3.287901275702935,3.722639014059064,pp,blockedby_pp_mean
15,4.151917438178467,0.3914946626993425,15,3.460762285545751,4.8140349396959605,0.09429249702785503,0.21680251782397128,0.052217444362064935,3.9351149203544957,4.368719956002439,pp,blockedby_pp_mean
16,3.683141910071195,0.43525796226294167,15,3.042588271835036,4.484356113795817,0.11817572412096611,0.24103782532025642,0.06544353467922641,3.4421040847509383,3.9241797353914514,pp,blockedby_pp_mean
1,12.12229483341495,1.235901892451782,15,10.567421544374248,14.360541442761132,0.10195279932022724,0.6844196552246056,0.05645957837438598,11.437875178190344,12.806714488639555,pp,blockedby_pp_p95
2,8.800349946672194,1.3757979028198586,15,6.398122682122083,11.68394779440168,0.15633445387477,0.7618914835049823,0.08657513486643648,8.038458463167212,9.562241430177176,pp,blockedby_pp_p95
3,13.348667611711761,1.6487947817629665,15,10.101316053080154,15.831110070149862,0.123517554689605,0.9130721159684324,0.06840174184630439,12.435595495743328,14.261739727680194,pp,blockedby_pp_p95
4,9.893726851831229,1.9719928028910019,15,7.144811126886312,15.941017047401326,0.1993174900038812,1.0920532143393575,0.11037834687514438,8.801673637491872,10.985780066170586,pp,blockedby_pp_p95
5,14.558536232214886,2.426322127267172,15,10.108181555747612,19.410694787222383,0.16665975813545367,1.3436524079704146,0.09229309777704184,13.21488382424447,15.902188640185301,pp,blockedby_pp_p95
6,10.518909062664385,2.97711454306234,15,6.99525139446723,19.335269909384348,0.283025029052609,1.648671081071576,0.15673403689013127,8.870237981592808,12.167580143735961,pp,blockedby_pp_p95
7,14.958546702554854,2.3344920447040596,15,10.052573288194116,19.376504939332985,0.1560640944019875,1.2927986032866063,0.0864254147808224,13.665748099268248,16.25134530584146,pp,blockedby_pp_p95
8,10.639896924143276,2.7539993006739887,15,6.885259406220142,18.303234850946865,0.258837028244589,1.5251139781951863,0.14333916851529918,9.11478294594809,12.165010902338462,pp,blockedby_pp_p95
9,8.94601152212665,1.1648294492501248,15,7.259923982442863,11.280075685365404,0.13020656706836223,0.6450610480656265,0.07210599343295751,8.300950474061024,9.591072570192276,pp,blockedby_pp_p95
10,7.974443937179282,1.123049697341822,15,6.57275819145368,10.736556103643668,0.1408310982168704,0.6219241926476583,0.07798966267077992,7.352519744531623,8.59636812982694,pp,blockedby_pp_p95
11,10.010944815327605,1.1567275708336735,15,8.463011507295409,12.137160160514629,0.11554629379862584,0.6405743773465948,0.06398740470188401,9.370370437981009,10.6515191926742,pp,blockedby_pp_p95
12,8.818903982247424,1.0831712008964798,15,7.5666201907249615,10.782325673354626,0.12282378888316717,0.5998402174108767,0.06801754714853041,8.219063764836546,9.4187441996583,pp,blockedby_pp_p95
13,10.214275088548852,1.1897036135399648,15,8.854191342627193,12.20711561735834,0.11647460081369188,0.6588359011111863,0.06450148399173254,9.555439187437667,10.873110989660038,pp,blockedby_pp_p95
14,9.046311525496062,1.177499988266714,15,7.379008242123471,10.884145217736087,0.13016354620864606,0.6520777586946883,0.07208216927494447,8.394233766801374,9.69838928419075,pp,blockedby_pp_p95
15,10.928555577803497,1.1559972443292008,15,8.68245794106392,12.779793210837305,0.10577767904452949,0.6401699360091024,0.05857772616440942,10.288385641794395,11.568725513812598,pp,blockedby_pp_p95
16,9.379455350958223,1.1146301313935916,15,7.631405627302092,11.145227279004938,0.1188374046985275,0.6172615924375421,0.06580996116949173,8.76219375852068,9.996716943395764,pp,blockedby_pp_p95
